start_time,formula_file,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time,timeout,execution_time_in
Fri Jul 10 17:26:10 2020,/home/samplingfm/Benchmarks/V15/s349_15_7.cnf,285,24,829,8388608,2,16,10,9,85.44,0.041664,0.02645,0.015214,False,0.05198478698730469
Fri Jul 10 17:26:10 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case54.cnf,203,23,718,1048576,3,20,10,8,64.88,0.038334,0.018986,0.019348,False,0.04906296730041504
Fri Jul 10 17:26:11 2020,/home/samplingfm/Benchmarks/V15/s1238a_15_7.cnf,773,32,2210,1734606848,4,28,10,10,72.60,0.601389,0.574659,0.02673,False,0.6118905544281006
Fri Jul 10 17:26:12 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring30.cnf,1031,61,3694,79888860,4,37,10,10,254.40,1.04317,0.951667,0.0915,False,1.0555055141448975
Fri Jul 10 17:26:12 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring25.cnf,846,61,2948,28311561,4,30,10,9,372.78,0.332031,0.165985,0.166046,False,0.3442103862762451
Fri Jul 10 17:26:36 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring7.cnf,1628,72,5837,274408144896,3,35,10,10,299.90,24.329,24.1517,0.177292,False,24.34457778930664
Fri Jul 10 17:26:37 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf,304,40,939,137438953472,2,31,10,10,130.90,0.184238,0.106004,0.078234,False,0.1972675323486328
Fri Jul 10 17:26:37 2020,/home/samplingfm/Benchmarks/V15/s1196a_15_7.cnf,777,32,2165,2076835840,6,24,10,10,113.60,0.418153,0.380749,0.037404,False,0.4299161434173584
Fri Jul 10 17:26:38 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf,427,37,1382,1073741824,3,33,10,9,156.00,1.01936,0.952292,0.067065,False,1.0316693782806396
Fri Jul 10 17:26:38 2020,/home/samplingfm/Benchmarks/V15/s344_15_7.cnf,284,24,824,8388608,2,16,10,10,82.10,0.053201,0.034044,0.019157,False,0.06712603569030762
Fri Jul 10 17:26:38 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf,270,43,804,1099511627776,2,28,10,10,89.60,0.140372,0.09491,0.045462,False,0.15434908866882324
Fri Jul 10 17:26:45 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case105.cnf,170,59,407,2199023255552,10,33,10,10,74.90,6.75527,6.73808,0.017197,False,6.770986557006836
Fri Jul 10 17:26:45 2020,/home/samplingfm/Benchmarks/V7/s420_7_4.cnf,312,34,770,8589934592,5,14,10,9,76.89,0.035243,0.018521,0.016722,False,0.04873037338256836
Fri Jul 10 17:26:45 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case122.cnf,314,27,1258,16777216,5,21,10,10,63.10,0.057476,0.038759,0.018717,False,0.06792497634887695
Fri Jul 10 17:27:45 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring16.cnf,1627,72,5835,1865275930882,3,51,10,10,325.20,59.9872,59.6848,0.302472,False,60.01201629638672
Fri Jul 10 17:29:39 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case61.cnf,282,66,751,281474976710656,4,39,10,8,159.38,113.589,101.561,12.0288,False,113.63836216926575
Fri Jul 10 17:29:56 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf,827,45,2721,274877906944,4,39,10,10,365.50,16.6704,12.7145,3.95592,False,16.686718940734863
Fri Jul 10 17:29:56 2020,/home/samplingfm/Benchmarks/V15/s420_new1_15_7.cnf,366,34,994,8589934592,5,13,10,10,97.90,0.042328,0.024481,0.017847,False,0.055057525634765625
Fri Jul 10 17:29:56 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case111.cnf,306,17,1357,16384,2,20,10,10,16.20,0.037499,0.019296,0.018203,False,0.04883074760437012
Fri Jul 10 17:29:56 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case143.cnf,427,48,1592,134217728,7,25,10,10,145.50,0.17998,0.133093,0.046887,False,0.19137358665466309
Fri Jul 10 17:29:56 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case204.cnf,214,49,580,70368744177664,3,14,10,9,96.22,0.037849,0.016109,0.02174,False,0.05028128623962402
Fri Jul 10 17:29:56 2020,/home/samplingfm/Benchmarks/V3/s420_3_2.cnf,294,34,694,8589934592,6,12,10,8,68.50,0.030341,0.015483,0.014858,False,0.04228854179382324
Fri Jul 10 17:29:58 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring50.cnf,500,42,1965,16777216,4,35,10,10,159.80,1.51231,1.46799,0.044324,False,1.524115800857544
Fri Jul 10 17:30:02 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring3.cnf,885,72,2810,68719476736,2,42,10,10,208.30,4.27275,4.21787,0.054882,False,4.284642696380615
Fri Jul 10 17:30:02 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case115.cnf,428,28,1849,33554432,4,30,10,10,94.80,0.204602,0.172964,0.031638,False,0.21626853942871094
Fri Jul 10 17:30:02 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case132.cnf,236,41,708,2097152,2,19,10,7,111.29,0.031854,0.013251,0.018603,False,0.04302525520324707
Fri Jul 10 17:30:14 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring8.cnf,1101,72,3642,274408144896,3,38,10,10,296.40,11.4418,11.3299,0.111829,False,11.458396911621094
Fri Jul 10 17:30:22 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring11.cnf,966,72,3213,274408144896,4,38,10,10,253.90,8.47324,8.30461,0.168628,False,8.489243745803833
Fri Jul 10 17:30:23 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf,270,43,804,1099511627776,2,28,10,10,97.40,0.141873,0.096569,0.045304,False,0.15480518341064453
Fri Jul 10 17:30:23 2020,/home/samplingfm/Benchmarks/V3/s382_3_2.cnf,263,24,635,3699712,3,11,10,8,101.50,0.031009,0.012434,0.018575,False,0.04431867599487305
Fri Jul 10 17:30:23 2020,/home/samplingfm/Benchmarks/V3/s444_3_2.cnf,290,24,712,3699712,3,11,10,9,112.11,0.032787,0.014463,0.018324,False,0.045192718505859375
Fri Jul 10 17:30:46 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case145.cnf,219,64,557,70368744177664,4,37,10,10,77.00,22.8274,22.8088,0.018579,False,22.851096630096436
Fri Jul 10 17:30:46 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case131.cnf,432,36,1829,6174015488,4,23,10,10,64.10,0.074634,0.048867,0.025767,False,0.0844736099243164
Fri Jul 10 17:30:46 2020,/home/samplingfm/Benchmarks/V7/s1238a_7_4.cnf,704,32,1926,1613234176,6,23,10,10,98.70,0.335617,0.308997,0.02662,False,0.34709644317626953
Fri Jul 10 17:30:46 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring23.cnf,710,61,2269,8388608,5,26,10,9,294.11,0.150774,0.103276,0.047498,False,0.1619722843170166
Fri Jul 10 17:30:47 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case121.cnf,291,48,975,274877906944,5,33,10,8,119.62,0.719262,0.53915,0.180112,False,0.7299003601074219
Fri Jul 10 17:30:47 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case56.cnf,202,23,715,1048576,3,20,10,7,64.00,0.044452,0.019837,0.024615,False,0.05401444435119629
Fri Jul 10 17:30:47 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case124.cnf,133,31,385,268435456,4,24,10,9,79.44,0.03192,0.012977,0.018943,False,0.041924238204956055
Fri Jul 10 17:30:47 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf,270,43,804,1099511627776,2,28,10,9,85.11,0.134238,0.097669,0.036569,False,0.14633464813232422
Fri Jul 10 17:30:48 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case119.cnf,267,59,786,35184372088832,6,30,10,9,140.67,0.660911,0.100116,0.560795,False,0.6733856201171875
Fri Jul 10 17:30:48 2020,/home/samplingfm/Benchmarks/V3/s1196a_3_2.cnf,690,32,1805,1038090240,7,22,10,10,75.40,0.238255,0.214719,0.023536,False,0.25137782096862793
Fri Jul 10 17:30:48 2020,/home/samplingfm/Benchmarks/V7/s832a_7_4.cnf,624,23,1733,819200,3,9,10,10,32.70,0.0446,0.026471,0.018129,False,0.05614137649536133
Fri Jul 10 17:30:48 2020,/home/samplingfm/Benchmarks/V7/s349_7_4.cnf,216,24,545,8388608,2,15,10,9,91.89,0.036158,0.02045,0.015708,False,0.0489041805267334
Fri Jul 10 17:31:11 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case146.cnf,219,64,557,70368744177664,4,37,10,9,97.44,22.4453,22.4203,0.025041,False,22.467817068099976
Fri Jul 10 17:31:11 2020,/home/samplingfm/Benchmarks/V7/s1196a_7_4.cnf,708,32,1881,1609039872,6,22,10,10,106.10,0.310954,0.285591,0.025363,False,0.32378149032592773
Fri Jul 10 17:31:11 2020,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case62.cnf,291,33,1165,1073741824,4,22,10,10,89.30,0.046878,0.023533,0.023345,False,0.05965399742126465
