feature id,name,obs_freq,th_freq,dev (%)
1,CYGPKG_HAL_EXCEPTIONS,0.827960,0.828959,0.120513
2,CYGPRI_HAL_VIRTUAL_VECTOR_CONSOLE_CHANNEL_CONFIGURABLE,0.499380,0.499560,0.036032
3,CYGINT_ISO_STDLIB_SYSTEM,1.000000,1.000000,0.000000
4,CYGBLD_ISO_STDIO_FILEOPS_HEADER,0.505300,0.506145,0.166948
5,CYGPKG_IO_SERIAL_TTY_TTY3,0.491720,0.492308,0.119437
6,CYGHWR_HAL_ARM_SA11X0_UART1,0.977860,0.977773,0.008898
7,CYGINT_ISO_MALLINFO,1.000000,1.000000,0.000000
8,CYGPKG_KERNEL_SCHED,1.000000,1.000000,0.000000
9,CYGMFN_KERNEL_SYNCH_CONDVAR_WAIT_MUTEX,0.502580,0.500000,0.516000
10,CYGPKG_NS_DNS_DOMAINNAME,0.104220,0.105263,0.990851
11,CYGPKG_NS_DNS_DEFAULT,0.105800,0.105263,0.510151
12,CYGINT_IO_SERIAL_TERMIOS_TERMIOS_TTY,0.984300,0.984615,0.031992
13,CYGNUM_KERNEL_COUNTERS_RTC_RESOLUTION,1.000000,1.000000,0.000000
14,CYGBLD_ISO_C_TIME_TYPES_HEADER,0.999780,0.999810,0.003001
15,CYGPKG_SNMPAGENT_CFLAGS_REMOVE,0.120120,0.120602,0.399662
16,CYGBLD_ISO_POSIX_SLEEP_HEADER,0.501800,0.500000,0.360000
17,CYGINT_HAL_ARM_THUMB_ARCH,0.999940,0.999929,0.001100
18,CYGNUM_JFFS2_GS_THREAD_TICKS,0.474920,0.477949,0.633750
19,CYGNUM_VNC_SERVER_PIXEL_RGB555,0.501760,0.499350,0.482627
20,CYGSEM_KERNEL_THREADS_DESTRUCTORS_PER_THREAD,0.476600,0.473684,0.615600
21,CYGNUM_ERROR_ERRNO_TRACE_LEVEL,0.490040,0.490503,0.094393
22,CYGINT_ISO_STDIO_FILEPOS,0.616700,0.616275,0.068963
23,CYGBLD_ARCH_LDFLAGS,0.000000,0.000000,0.000000
24,CYGPKG_INFRA_TESTS,1.000000,1.000000,0.000000
25,CYGPKG_NET_FREEBSD_IPSEC6,0.260100,0.262692,0.986707
26,CYGINT_HAL_VIRTUAL_VECTOR_SUPPORT,1.000000,1.000000,0.000000
27,CYGOPT_PPP_DNS_CONFIGURE,0.495840,0.498112,0.456122
28,CYGBLD_LINKER_SCRIPT,0.999940,0.999929,0.001100
29,CYGPKG_NET_MEMPOOL_SIZE,1.000000,1.000000,0.000000
30,CYGIMP_LIBC_TIME_CTIME_INLINE,0.496420,0.499810,0.678258
