formula_file,timeout,execution_time_in
/home/samplingfm/Benchmarks/V15/s953a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s1196a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s298_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s27_new_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s38417_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s349_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s1488_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s1238a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s420_new_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s526_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s15850a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s5378a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s382_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s27_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s1423a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s510_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s641_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s838_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s13207a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s344_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s35932_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s420_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s444_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s420_new1_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s38584_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s820a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s832a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s526a_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s713_15_7.cnf,True,1
/home/samplingfm/Benchmarks/V15/s9234a_15_7.cnf,True,1
