start_time,formula_file,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time,timeout,execution_time_in
,/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf,,,,,,,,,,,,,True,240.0
Tue Jun 11 01:41:32 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case210.cnf,872,83,2933,1208925819614629174706176,3,85,10,8,401.38,0.70136,0.216873,0.484487,False,0.7083806991577148
Tue Jun 11 01:41:32 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case53.cnf,132,21,395,262144,2,11,10,7,63.71,0.018228,0.004528,0.0137,False,0.0224456787109375
Tue Jun 11 01:41:32 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case143.cnf,427,48,1592,134217728,7,25,10,10,148.60,0.189096,0.139765,0.049331,False,0.19307518005371094
Tue Jun 11 01:41:32 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case63.cnf,96,19,298,35328,3,9,10,8,21.12,0.012633,0.003361,0.009272,False,0.016553163528442383
,/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf,,,,,,,,,,,,,True,240.0
Tue Jun 11 01:45:46 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring10.cnf,1099,72,3632,274408144896,3,42,10,10,286.20,13.874,13.7225,0.151424,False,13.886552572250366
Tue Jun 11 01:46:13 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring7.cnf,1628,72,5837,274408144896,3,35,10,10,277.50,26.6614,26.5175,0.143934,False,26.676705598831177
,/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf,,,,,,,,,,,,,True,240.0
,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf,,,,,,,,,,,,,True,240.0
Tue Jun 11 01:54:13 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case204.cnf,214,49,580,70368744177664,3,14,10,8,103.88,0.052218,0.018459,0.033759,False,0.057204484939575195
Tue Jun 11 01:54:14 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf,238,45,680,4398046511104,2,26,10,10,90.70,0.276743,0.177464,0.099279,False,0.28151798248291016
,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf,,,,,,,,,,,,,True,240.0
Tue Jun 11 01:58:14 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case207.cnf,824,165,2128,5846006549323611672814739330865132078623730171904,2,71,10,9,534.00,0.424043,0.125603,0.29844,False,0.4307820796966553
Tue Jun 11 01:59:04 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf,340,48,1023,274877906944,5,39,10,10,152.30,49.7394,49.7099,0.029529,False,49.76487421989441
Tue Jun 11 01:59:04 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case117.cnf,309,18,1366,32768,3,20,10,10,21.90,0.055558,0.029052,0.026506,False,0.06197786331176758
,/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf,,,,,,,,,,,,,True,240.0
Tue Jun 11 02:03:04 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case128.cnf,36,9,104,64,0,8,10,5,12.00,0.010018,0.003066,0.006952,False,0.014554023742675781
Tue Jun 11 02:03:04 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case108.cnf,205,26,800,65536,2,23,10,10,34.10,0.052762,0.034934,0.017828,False,0.05764436721801758
Tue Jun 11 02:03:04 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case3.cnf,294,26,1104,4194304,4,22,10,9,103.56,0.077058,0.05514,0.021918,False,0.08129167556762695
Tue Jun 11 02:03:05 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case126.cnf,302,34,1129,2147483648,5,26,10,10,100.80,0.061641,0.040981,0.02066,False,0.06553077697753906
Tue Jun 11 02:03:05 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case118.cnf,309,18,1366,32768,3,22,10,10,14.60,0.029703,0.014335,0.015368,False,0.033814430236816406
Tue Jun 11 02:03:05 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring23.cnf,710,61,2269,8388608,5,26,10,10,324.90,0.191989,0.139665,0.052324,False,0.1979529857635498
Tue Jun 11 02:03:05 2019,/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf,304,40,939,137438953472,2,31,10,7,153.86,0.222042,0.153441,0.068601,False,0.2264866828918457
