file,time,cmd_output,err_output,Uniform,Timeout
/home/samplingfm/Benchmarks/V7/s832a_7_4.cnf,0.309,"b""there are : 624 integer variables\nthere are : 624 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s832a_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s832a_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s420_7_4.cnf,0.300,"b""there are : 312 integer variables\nthere are : 312 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s420_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s420_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s13207a_7_4.cnf,0.416,"b""there are : 9386 integer variables\nthere are : 9386 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s13207a_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s13207a_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s349_7_4.cnf,0.322,"b""there are : 216 integer variables\nthere are : 216 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s349_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s349_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s1196a_7_4.cnf,0.310,"b""there are : 708 integer variables\nthere are : 708 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s1196a_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s1196a_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s444_7_4.cnf,0.316,"b""there are : 308 integer variables\nthere are : 308 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s444_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s444_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s15850a_7_4.cnf,0.447,"b""there are : 10926 integer variables\nthere are : 10926 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s15850a_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s15850a_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s38584_7_4.cnf,0.582,"b""there are : 23423 integer variables\nthere are : 23423 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s38584_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s38584_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s344_7_4.cnf,0.297,"b""there are : 215 integer variables\nthere are : 215 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s344_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s344_7_4.txt\'\n'",N/A,FALSE
/home/samplingfm/Benchmarks/V7/s820a_7_4.cnf,0.328,"b""there are : 616 integer variables\nthere are : 616 integer variables\ncould not create dict from comments, faking it with integer variables in the 'p cnf' header\nExperiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: DistanceBasedSampling\ncmd:  mono ./samplers/distribution-aware/CommandLine.exe /tmp/s820a_7_4.a\n""","b'sh: 1: mono: not found\nTraceback (most recent call last):\n  File ""barbarik.py"", line 1089, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 962, in one_experiment\n    self.inputFile, 1, self.samplerType, self.indVarList, newSeed)\n  File ""barbarik.py"", line 199, in getSolutionFromSampler\n    sols =  SolutionRetriver.getSolutionFromDistAware(*topass_withseed)            \n  File ""barbarik.py"", line 372, in getSolutionFromDistAware\n    with open(tempOutputFile, \'r\') as f:\nFileNotFoundError: [Errno 2] No such file or directory: \'/tmp/s820a_7_4.txt\'\n'",N/A,FALSE
