formula_file,execution_time_in,timeout,start_time,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case10.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case4.cnf,0.06376838684082031,False,Thu Jun  4 22:57:02 2020,103,18,314,32768,3,16,10,10,53.50,0.037449,0.024832,0.012617
/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case37.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case208.cnf,0.6550562381744385,False,Thu Jun  4 23:00:03 2020,824,165,2128,5846006549323611672814739330865132078623730171904,2,71,10,8,560.88,0.618334,0.120413,0.497921
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case25.cnf,0.05322003364562988,False,Thu Jun  4 23:00:03 2020,68,15,195,512,2,9,10,8,11.50,0.029663,0.016829,0.012834
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case26.cnf,0.05292987823486328,False,Thu Jun  4 23:00:03 2020,53,13,147,1024,3,8,10,8,15.62,0.029239,0.017535,0.011704
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case6.cnf,0.16388440132141113,False,Thu Jun  4 23:00:03 2020,329,52,993,17179869184,3,25,10,9,195.56,0.138116,0.066594,0.071522
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case62.cnf,0.11011219024658203,False,Thu Jun  4 23:00:03 2020,291,33,1165,1073741824,4,22,10,10,86.30,0.086597,0.048131,0.038466
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf,0.6656365394592285,False,Thu Jun  4 23:00:04 2020,238,45,680,4398046511104,2,26,10,9,96.78,0.643006,0.532643,0.110363
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case209.cnf,1.562765121459961,False,Thu Jun  4 23:00:05 2020,1189,122,3476,309485009821345068724781056,3,95,10,5,901.60,1.53521,1.06422,0.470995
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case40.cnf,0.5823650360107422,False,Thu Jun  4 23:00:06 2020,245,65,650,36028797018963968,6,25,10,10,151.10,0.556159,0.513864,0.042295
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring24.cnf,0.2375965118408203,False,Thu Jun  4 23:00:06 2020,695,61,2193,8388608,2,24,10,8,288.62,0.211414,0.150457,0.060957
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case20.cnf,21.690789222717285,False,Thu Jun  4 23:00:28 2020,397,69,1126,73786976294838206464,4,46,10,10,273.10,21.6597,21.5435,0.116192
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case32.cnf,0.046881914138793945,False,Thu Jun  4 23:00:28 2020,52,13,145,1024,3,8,10,8,10.75,0.02507,0.017818,0.007252
/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case214.cnf,1.4607667922973633,False,Thu Jun  4 23:02:00 2020,645,80,1883,151115727451828646838272,3,79,10,6,469.33,1.42518,0.339935,1.08524
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring21.cnf,0.23943233489990234,False,Thu Jun  4 23:02:00 2020,697,61,2203,8388608,2,25,10,8,270.50,0.213549,0.157731,0.055818
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case44.cnf,0.08653450012207031,False,Thu Jun  4 23:02:00 2020,173,22,650,65536,4,20,10,10,23.70,0.06498,0.041319,0.023661
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring26.cnf,0.7100019454956055,False,Thu Jun  4 23:02:01 2020,894,61,3188,28311561,2,35,10,9,327.56,0.68534,0.416596,0.268744
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring3.cnf,5.3890221118927,False,Thu Jun  4 23:02:06 2020,885,72,2810,68719476736,2,42,10,10,226.90,5.36286,5.30007,0.062792
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf,1.424328088760376,False,Thu Jun  4 23:02:08 2020,427,37,1382,1073741824,3,33,10,10,92.70,1.39834,1.37378,0.024557
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case22.cnf,0.08177328109741211,False,Thu Jun  4 23:03:38 2020,126,16,409,8192,2,13,10,9,32.44,0.047126,0.02626,0.020866
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case111.cnf,0.0830838680267334,False,Thu Jun  4 23:03:38 2020,306,17,1357,16384,2,20,10,6,24.83,0.060793,0.037722,0.023071
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case28.cnf,0.060578346252441406,False,Thu Jun  4 23:05:08 2020,51,13,142,1024,3,8,10,9,13.78,0.030986,0.017687,0.013299
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case107.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf,17.399319887161255,False,Thu Jun  4 23:08:26 2020,827,45,2721,274877906944,4,39,10,10,275.50,17.3598,15.8023,1.55752
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case140.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case110.cnf,0.07985997200012207,False,Thu Jun  4 23:09:56 2020,287,17,1263,16384,3,21,10,10,26.00,0.047778,0.029173,0.018605
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case106.cnf,13.474850177764893,False,Thu Jun  4 23:10:10 2020,204,60,508,4398046511104,5,40,10,10,89.10,13.4444,13.4268,0.017529
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case30.cnf,0.05031085014343262,False,Thu Jun  4 23:10:10 2020,68,15,195,512,2,9,10,7,11.00,0.023373,0.013849,0.009524
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case109.cnf,0.11931300163269043,False,Thu Jun  4 23:10:10 2020,241,31,915,1048576,3,20,10,10,51.80,0.095688,0.066729,0.028959
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring50.cnf,2.2470171451568604,False,Thu Jun  4 23:10:12 2020,500,42,1965,16777216,4,35,10,9,152.33,2.22093,2.17025,0.050685
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case7.cnf,0.07631897926330566,False,Thu Jun  4 23:11:42 2020,116,20,365,131072,2,15,10,9,69.56,0.041625,0.019462,0.022163
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case19.cnf,68.41593742370605,False,Thu Jun  4 23:12:51 2020,397,69,1126,73786976294838206464,4,48,10,9,307.44,68.3736,67.3891,0.98454
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring20.cnf,0.3059992790222168,False,Thu Jun  4 23:12:51 2020,696,61,2198,8388608,2,23,10,9,264.56,0.27445,0.206111,0.068339
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case211.cnf,1.0428454875946045,False,Thu Jun  4 23:12:52 2020,869,83,2925,1208925819614629174706176,3,75,10,10,444.30,1.01881,0.337527,0.68128
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case142.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_squaring8.cnf,14.325268745422363,False,Thu Jun  4 23:17:37 2020,1101,72,3642,274408144896,3,38,10,10,250.50,14.2865,14.1809,0.105611
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case101.cnf,0.0505824089050293,False,Thu Jun  4 23:17:37 2020,72,24,178,2097152,2,19,10,5,49.40,0.027473,0.013954,0.013519
/home/samplingfm/Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf,90.0,True,,,,,,,,,,,,,
/home/samplingfm/Benchmarks/Blasted_Real/blasted_case41.cnf,0.43114376068115234,False,Thu Jun  4 23:19:07 2020,245,65,650,36028797018963968,6,25,10,10,129.80,0.399658,0.360829,0.038829
