formula_file,timeout,execution_time_in,dnnf_time,sampling_time,model_count,counting_time,dnnfparsing_time
/home/samplingfm/Benchmarks/V15/s1488_15_7.cnf,False,1.9782519340515137,0.4066624641418457,0.11637663841247559,3872,0.39235544204711914,0.36987733840942383
/home/samplingfm/Benchmarks/V15/s344_15_7.cnf,False,1.3342828750610352,0.2587711811065674,0.01871037483215332,8388608,0.2523930072784424,0.12822914123535156
/home/samplingfm/Benchmarks/V15/s9234a_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s838_15_7.cnf,False,4.937734127044678,0.815342903137207,0.10659456253051758,36893488147419103232,2.1910133361816406,0.5465054512023926
/home/samplingfm/Benchmarks/V15/s820a_15_7.cnf,False,0.9049851894378662,0.16020941734313965,0.039045095443725586,722944,0.089569091796875,0.05712080001831055
/home/samplingfm/Benchmarks/V15/s510_15_7.cnf,False,0.9289240837097168,0.14547395706176758,0.05582070350646973,15073280,0.06018829345703125,0.030878543853759766
/home/samplingfm/Benchmarks/V15/s420_new1_15_7.cnf,False,1.838653564453125,0.3545069694519043,0.05236983299255371,8589934592,0.4699745178222656,0.3559081554412842
/home/samplingfm/Benchmarks/V15/s1238a_15_7.cnf,False,27.26238441467285,5.86110520362854,0.14954710006713867,1734606848,12.867655277252197,7.602942943572998
/home/samplingfm/Benchmarks/V15/s953a_15_7.cnf,False,5.427165269851685,1.2336511611938477,0.058821916580200195,10754598109184,2.3358805179595947,1.1427245140075684
/home/samplingfm/Benchmarks/V15/s382_15_7.cnf,False,2.723320245742798,0.48934483528137207,0.03375983238220215,12582912,1.1179969310760498,0.4301469326019287
/home/samplingfm/Benchmarks/V15/s27_new_15_7.cnf,False,0.6930665969848633,0.07411050796508789,0.0007627010345458984,48,0.00029468536376953125,0.0006666183471679688
/home/samplingfm/Benchmarks/V15/s420_15_7.cnf,False,1.8368229866027832,0.4769113063812256,0.05044364929199219,8589934592,0.4578671455383301,0.2968902587890625
/home/samplingfm/Benchmarks/V15/s420_new_15_7.cnf,False,1.3710103034973145,0.2605407238006592,0.051134347915649414,8589934592,0.24305248260498047,0.17018866539001465
/home/samplingfm/Benchmarks/V15/s298_15_7.cnf,False,3.3470168113708496,0.5224449634552002,0.018045425415039062,65536,1.5820813179016113,0.6173298358917236
/home/samplingfm/Benchmarks/V15/s526a_15_7.cnf,False,8.483642816543579,2.1276800632476807,0.028461933135986328,137447340032,3.407529592514038,2.2781624794006348
/home/samplingfm/Benchmarks/V15/s38417_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s15850a_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s349_15_7.cnf,False,1.9157235622406006,0.41832423210144043,0.03294229507446289,8388608,0.478924036026001,0.2418060302734375
/home/samplingfm/Benchmarks/V15/s444_15_7.cnf,False,1.5141136646270752,0.2935786247253418,0.051241397857666016,4132864,0.43326783180236816,0.1561594009399414
/home/samplingfm/Benchmarks/V15/s832a_15_7.cnf,False,1.9965643882751465,0.4257681369781494,0.06167721748352051,3713024,0.4303169250488281,0.35604166984558105
/home/samplingfm/Benchmarks/V15/s1423a_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s641_15_7.cnf,False,76.71991086006165,10.222981691360474,0.08808732032775879,10411799723638784,54.97703528404236,10.342406988143921
/home/samplingfm/Benchmarks/V15/s35932_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s38584_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s5378a_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s713_15_7.cnf,False,57.541754484176636,8.580144166946411,0.10077667236328125,10099441247715328,40.49851679801941,7.284603834152222
/home/samplingfm/Benchmarks/V15/s27_15_7.cnf,False,0.8862848281860352,0.07400178909301758,0.0013434886932373047,70,0.0005652904510498047,0.0011758804321289062
/home/samplingfm/Benchmarks/V15/s526_15_7.cnf,False,7.572827100753784,1.5201084613800049,0.037626028060913086,35184648900608,4.394100666046143,1.036466360092163
/home/samplingfm/Benchmarks/V15/s13207a_15_7.cnf,True,90.0,,,,,
/home/samplingfm/Benchmarks/V15/s1196a_15_7.cnf,False,22.084158897399902,3.7046287059783936,0.06004834175109863,486777830487640090174736107208704,12.70746922492981,4.730664491653442
