start_time,formula_file,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time,timeout,execution_time_in
Thu Jun  4 21:41:29 2020,/home/samplingfm/Benchmarks/36.sk_3_77.cnf,8047,77,28733,0,0,0,10,0,-nan,0.117618,1.79769e+308,1.79769e+308,False,0.30521464347839355
,/home/samplingfm/Benchmarks/partition.sk_22_155.cnf,,,,,,,,,,,,,True,90.0
Thu Jun  4 21:42:59 2020,/home/samplingfm/Benchmarks/109.sk_4_36.cnf,3565,36,14012,889192448,2,8,10,3,26.33,0.134597,0.072689,0.061908,False,0.1756730079650879
Thu Jun  4 21:42:59 2020,/home/samplingfm/Benchmarks/polynomial.sk_7_25.cnf,313,25,1027,64,0,6,10,1,0.00,0.02893,0.027614,0.001316,False,0.05147242546081543
Thu Jun  4 21:42:59 2020,/home/samplingfm/Benchmarks/80.sk_2_48.cnf,4969,48,17060,1099511627776,1,5,10,1,0.00,0.079361,0.074202,0.005159,False,0.10740232467651367
,/home/samplingfm/Benchmarks/isolateRightmost.sk_7_481.cnf,,,,,,,,,,,,,True,90.0
,/home/samplingfm/Benchmarks/logcount.sk_16_86.cnf,,,,,,,,,,,,,True,90.0
,/home/samplingfm/Benchmarks/listReverse.sk_11_43.cnf,,,,,,,,,,,,,True,90.0
Thu Jun  4 21:47:30 2020,/home/samplingfm/Benchmarks/111.sk_2_36.cnf,2348,36,5479,536870912,1,5,10,1,0.00,0.030089,0.028785,0.001304,False,0.06493663787841797
,/home/samplingfm/Benchmarks/log2.sk_72_391.cnf,,,,,,,,,,,,,True,90.0
Thu Jun  4 21:49:01 2020,/home/samplingfm/Benchmarks/71.sk_3_65.cnf,5670,65,14618,533271095898275840,4,17,10,9,128.44,0.925589,0.579822,0.345767,False,0.962357759475708
Thu Jun  4 21:49:01 2020,/home/samplingfm/Benchmarks/57.sk_4_64.cnf,6917,64,23549,9007199254740992,1,7,10,2,2.00,0.146019,0.065378,0.080641,False,0.1787433624267578
Thu Jun  4 21:49:06 2020,/home/samplingfm/Benchmarks/NotificationServiceImpl2.sk_10_36.cnf,3540,36,13425,139767338668606357504,7,40,10,10,569.70,4.96842,4.71729,0.251134,False,4.997132062911987
