start_time,formula_file,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time,timeout,execution_time_in
Thu Jun  4 22:46:06 2020,/home/samplingfm/Benchmarks/V15/s1488_15_7.cnf,941,14,2783,3872,2,13,10,9,27.89,0.13062,0.091311,0.039309,False,0.1692061424255371
Thu Jun  4 22:46:07 2020,/home/samplingfm/Benchmarks/V15/s344_15_7.cnf,284,24,824,8388608,2,16,10,9,57.44,0.089128,0.067414,0.021714,False,0.10994434356689453
,/home/samplingfm/Benchmarks/V15/s9234a_15_7.cnf,,,,,,,,,,,,,True,90.0
Thu Jun  4 22:47:37 2020,/home/samplingfm/Benchmarks/V15/s838_15_7.cnf,685,66,1774,36893488147419103232,4,22,10,10,279.90,0.24147,0.17596,0.06551,False,0.27431201934814453
Thu Jun  4 22:47:37 2020,/home/samplingfm/Benchmarks/V15/s820a_15_7.cnf,685,23,1987,722944,3,10,10,10,35.80,0.097618,0.06227,0.035348,False,0.1224067211151123
Thu Jun  4 22:47:37 2020,/home/samplingfm/Benchmarks/V15/s510_15_7.cnf,340,25,948,15073280,3,10,10,9,18.89,0.060376,0.039364,0.021012,False,0.08542847633361816
Thu Jun  4 22:47:37 2020,/home/samplingfm/Benchmarks/V15/s420_new1_15_7.cnf,366,34,994,8589934592,5,13,10,10,103.80,0.083549,0.053588,0.029961,False,0.10936880111694336
Thu Jun  4 22:47:38 2020,/home/samplingfm/Benchmarks/V15/s1238a_15_7.cnf,773,32,2210,1734606848,4,28,10,10,85.80,0.995013,0.96544,0.029573,False,1.0214104652404785
Thu Jun  4 22:47:39 2020,/home/samplingfm/Benchmarks/V15/s953a_15_7.cnf,602,45,1657,10754598109184,5,18,10,10,30.50,0.120849,0.100786,0.020063,False,0.14368605613708496
Thu Jun  4 22:47:39 2020,/home/samplingfm/Benchmarks/V15/s382_15_7.cnf,350,24,995,12582912,3,17,10,10,78.80,0.065554,0.046661,0.018893,False,0.08818721771240234
Thu Jun  4 22:47:39 2020,/home/samplingfm/Benchmarks/V15/s27_new_15_7.cnf,17,7,43,48,2,2,10,1,0.00,0.015587,0.015025,0.000562,False,0.03497576713562012
Thu Jun  4 22:47:39 2020,/home/samplingfm/Benchmarks/V15/s420_15_7.cnf,366,34,994,8589934592,5,13,10,9,107.89,0.08924,0.054846,0.034394,False,0.11168193817138672
Thu Jun  4 22:47:39 2020,/home/samplingfm/Benchmarks/V15/s420_new_15_7.cnf,351,34,934,8589934592,3,19,10,10,120.40,0.07466,0.037534,0.037126,False,0.09781432151794434
Thu Jun  4 22:47:39 2020,/home/samplingfm/Benchmarks/V15/s298_15_7.cnf,292,17,870,65536,2,15,10,10,63.00,0.177743,0.151639,0.026104,False,0.19955086708068848
Thu Jun  4 22:47:40 2020,/home/samplingfm/Benchmarks/V15/s526a_15_7.cnf,453,24,1304,8388608,5,22,10,9,128.78,0.56276,0.516442,0.046318,False,0.5878603458404541
,/home/samplingfm/Benchmarks/V15/s38417_15_7.cnf,,,,,,,,,,,,,True,90.0
,/home/samplingfm/Benchmarks/V15/s15850a_15_7.cnf,,,,,,,,,,,,,True,90.0
Thu Jun  4 22:50:40 2020,/home/samplingfm/Benchmarks/V15/s349_15_7.cnf,285,24,829,8388608,2,16,10,9,81.89,0.048899,0.034111,0.014788,False,0.07846736907958984
