start_time,formula_file,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time,timeout,execution_time_in
Thu Jun  4 22:15:19 2020,/home/samplingfm/Benchmarks/FeatureModels/XSEngine.cnf,1260,0,2770,20465746440382087936529912643590977513970082939999139929055557568916492561530302110679412575402722502373941138017801081294493092560800,16,36,10,4,676.75,15.4851,14.7936,0.69147,False,15.519871711730957
Thu Jun  4 22:15:27 2020,/home/samplingfm/Benchmarks/FeatureModels/aeb.cnf,1213,0,2721,62158656929883822819223168371063334073112422574166716896263360452573809665338057776443957907814576080520402364611609757200,16,36,10,6,612.67,7.7659,7.68893,0.076965,False,7.791807413101196
Thu Jun  4 22:15:38 2020,/home/samplingfm/Benchmarks/FeatureModels/excalibur_arm9.cnf,1233,0,26008,19150281629676577593982414815761151908593011352995872799135653116129514675546367915329225109946024878038324276735278348443600,14,33,10,4,652.00,10.2743,9.68757,0.586777,False,10.309096097946167
Thu Jun  4 22:15:47 2020,/home/samplingfm/Benchmarks/FeatureModels/ipaq.cnf,1258,0,2822,3328813627920019383959856170288130161924184697654751732757189391239053364942273089107412317775334096958900733327687174587920,17,37,10,5,732.40,8.87653,6.65292,2.2236,False,8.905365467071533
Thu Jun  4 22:16:05 2020,/home/samplingfm/Benchmarks/FeatureModels/integrator_arm9.cnf,1267,0,26076,4058359009533639626886272534103178164739667387222518335105568636716329870954191014758144927057614850667504086770471219270128181200,16,38,10,4,828.00,18.437,13.6404,4.79664,False,18.464548110961914
Thu Jun  4 22:16:13 2020,/home/samplingfm/Benchmarks/FeatureModels/phycore.cnf,1274,0,2806,32396704602647204579105770930681366361382204874293719652382487586910643207547033036249261219805630738357204504951593519643843764422160,16,34,10,4,662.25,8.24051,7.91825,0.322261,False,8.278533935546875
Thu Jun  4 22:16:17 2020,/home/samplingfm/Benchmarks/FeatureModels/sparc_erc32.cnf,1168,0,2587,31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800,15,32,10,7,590.29,3.26367,3.20435,0.059315,False,3.2882959842681885
Thu Jun  4 22:16:27 2020,/home/samplingfm/Benchmarks/FeatureModels/integrator_arm7.cnf,1259,0,2906,901857533767702059117370585265472680719171057196169588605434453774884930761461897145120625101012999415684092343888848361650331600,16,36,10,4,782.25,10.1579,8.45983,1.6981,False,10.180110692977905
Thu Jun  4 22:16:41 2020,/home/samplingfm/Benchmarks/FeatureModels/ixdp425.cnf,1247,0,2766,5961867833919365735034150862406148213485309229287867507440217575407752384139068980981149214343329000701690538879366080912138000,16,37,10,5,665.20,14.3701,13.2419,1.1282,False,14.396407842636108
Thu Jun  4 22:16:50 2020,/home/samplingfm/Benchmarks/FeatureModels/adderII.cnf,1276,0,2820,357233331438474273590626824681565857027641819540954698027428669566207833086768331792060153109444189191294237070396678187982800,16,36,10,6,653.33,8.71961,8.65257,0.067042,False,8.741408824920654
Thu Jun  4 22:16:59 2020,/home/samplingfm/Benchmarks/FeatureModels/lpcmt.cnf,1249,0,2778,37128091317744599575402179011383874999037121164929894272124153053569906046091105256246897401347676166648033913021227632428560,16,37,10,7,737.14,9.14073,6.59671,2.54401,False,9.16605544090271
Thu Jun  4 22:17:05 2020,/home/samplingfm/Benchmarks/FeatureModels/cq7750.cnf,1267,0,2772,2518121474204249998829150709974012764071762486950219669883634416585276298253070152359575299071609704599530362962861509907504898000,15,32,10,7,573.00,6.14584,6.08094,0.064902,False,6.170581817626953
Thu Jun  4 22:17:15 2020,/home/samplingfm/Benchmarks/FeatureModels/dreamcast.cnf,1252,0,2767,1092332618565423848974055832076369499519871106842678867145924945191427355610618517231560159719131013060082641211227561730000,15,36,10,7,661.71,9.7968,8.08064,1.71616,False,9.836275100708008
Thu Jun  4 22:17:19 2020,/home/samplingfm/Benchmarks/FeatureModels/sparclite_sim.cnf,1168,0,2587,31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800,15,32,10,6,581.33,3.21002,3.14392,0.066109,False,3.230170965194702
Thu Jun  4 22:17:25 2020,/home/samplingfm/Benchmarks/FeatureModels/gps4020.cnf,1213,0,2710,176978816646430128262454465706862515473051926603740449700234662393365537984535133150467986537796846439544132275118255054800,16,35,10,3,689.33,6.26845,5.44703,0.821419,False,6.294513940811157
Thu Jun  4 22:17:34 2020,/home/samplingfm/Benchmarks/FeatureModels/vrc4375.cnf,1258,0,2743,33084332701652779739056962443299195208377931760321846622813031806897827517928527319496695947071914974125113341957999449718510876827600,15,35,10,5,598.80,8.93119,8.8665,0.064686,False,8.95307993888855
Thu Jun  4 22:17:39 2020,/home/samplingfm/Benchmarks/FeatureModels/jmr3904.cnf,1199,0,2649,47354958312017322187228635727719974166304448979757988173393495286576728031716214990221104849307102146718648692817347944400,15,33,10,7,633.00,4.84551,4.33594,0.509571,False,4.868612766265869
Thu Jun  4 22:17:47 2020,/home/samplingfm/Benchmarks/FeatureModels/ref4955.cnf,1218,0,2700,8203198042416968764079367091185189410943931043684647241651574451763954390208350344320638479971108519696005910647887522258800,15,34,10,7,624.14,7.93631,7.06978,0.866526,False,7.962831258773804
Thu Jun  4 22:17:57 2020,/home/samplingfm/Benchmarks/FeatureModels/ts1000.cnf,1297,0,2832,118361099864133368335893344823291925477293669397491848887403311585650164219038394202109349298466472401038410185296506799430523661262800,15,34,10,9,619.78,10.1364,10.0643,0.072039,False,10.16917085647583
Thu Jun  4 22:18:07 2020,/home/samplingfm/Benchmarks/FeatureModels/cq7708.cnf,1238,0,25888,51632591949862962870965714318139690247780442097065084782883126917457806259452982946007598820610727520443635560439380123600,15,34,10,5,645.80,10.0203,9.38602,0.634315,False,10.050883054733276
Thu Jun  4 22:18:18 2020,/home/samplingfm/Benchmarks/FeatureModels/adder.cnf,1272,0,2815,98826262955116540654594658579507080173060213668622411355372612317123327888583768001824579847667155986221756840403183315918800,16,37,10,8,635.12,10.4985,10.4289,0.069647,False,10.532562017440796
Thu Jun  4 22:18:22 2020,/home/samplingfm/Benchmarks/FeatureModels/sleb.cnf,1188,0,2624,1193965566663859134973685220280349792789171080086920325827381837380911994879916618361588029860721019380751110364244942800,15,33,10,8,610.00,4.19127,4.1288,0.062477,False,4.2160563468933105
Thu Jun  4 22:18:32 2020,/home/samplingfm/Benchmarks/FeatureModels/snds.cnf,1218,0,2715,2132753886641161637442056726002509257732448309716581139627033004749985075484735975175576930642228162150909202387061523816400,16,37,10,4,638.25,9.70124,8.92211,0.77913,False,9.730288743972778
Thu Jun  4 22:18:37 2020,/home/samplingfm/Benchmarks/FeatureModels/mpc50.cnf,1213,0,2695,316818483246099070636442057895105145169997873993253227083452146389485344614942176987041410743067758746760315419633919082400,16,34,10,5,651.40,5.61659,5.28148,0.335115,False,5.6412107944488525
