formula_file,execution_time_in,timeout,exception_dbs
/home/samplingfm/Benchmarks/ProjectService3.sk_12_55.cnf,180.0,True,False
/home/samplingfm/Benchmarks/81.sk_5_51.cnf,180.0,True,False
/home/samplingfm/Benchmarks/19.sk_3_48.cnf,180.0,True,False
/home/samplingfm/Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf,180.0,True,False
/home/samplingfm/Benchmarks/registerlesSwap.sk_3_10.cnf,102.66507315635681,False,False
/home/samplingfm/Benchmarks/LoginService.sk_20_34.cnf,180.0,True,False
/home/samplingfm/Benchmarks/ActivityService.sk_11_27.cnf,40.64206910133362,True,True
/home/samplingfm/Benchmarks/LoginService2.sk_23_36.cnf,180.0,True,False
/home/samplingfm/Benchmarks/logcount.sk_16_86.cnf,180.0,True,False
/home/samplingfm/Benchmarks/56.sk_6_38.cnf,180.0,True,False
/home/samplingfm/Benchmarks/84.sk_4_77.cnf,180.0,True,False
/home/samplingfm/Benchmarks/20.sk_1_51.cnf,180.0,True,False
/home/samplingfm/Benchmarks/jburnim_morton.sk_13_530.cnf,180.0,True,False
/home/samplingfm/Benchmarks/tutorial2.sk_3_4.cnf,180.0,True,False
/home/samplingfm/Benchmarks/parity.sk_11_11.cnf,180.0,True,False
/home/samplingfm/Benchmarks/compress.sk_17_291.cnf,112.967205286026,True,True
/home/samplingfm/Benchmarks/107.sk_3_90.cnf,180.0,True,False
/home/samplingfm/Benchmarks/listReverse.sk_11_43.cnf,171.43606805801392,True,True
/home/samplingfm/Benchmarks/doublyLinkedList.sk_8_37.cnf,180.0,True,False
/home/samplingfm/Benchmarks/GuidanceService.sk_4_27.cnf,7.942000150680542,True,True
/home/samplingfm/Benchmarks/30.sk_5_76.cnf,180.0,True,False
/home/samplingfm/Benchmarks/29.sk_3_45.cnf,180.0,True,False
/home/samplingfm/Benchmarks/71.sk_3_65.cnf,180.0,True,False
/home/samplingfm/Benchmarks/Pollard.sk_1_10.cnf,180.0,True,False
/home/samplingfm/Benchmarks/110.sk_3_88.cnf,180.0,True,False
/home/samplingfm/Benchmarks/sort.sk_8_52.cnf,180.0,True,False
/home/samplingfm/Benchmarks/ActivityService2.sk_10_27.cnf,48.24440789222717,True,True
/home/samplingfm/Benchmarks/54.sk_12_97.cnf,180.0,True,False
/home/samplingfm/Benchmarks/32.sk_4_38.cnf,180.0,True,False
/home/samplingfm/Benchmarks/partition.sk_22_155.cnf,180.0,True,False
/home/samplingfm/Benchmarks/SetTest.sk_9_21.cnf,180.0,True,False
