start_time,formula_file,num_vars,independent_support_size,num_clauses,tot_num_models,max_component_split_depth,max_branch_var_depth,num_samples,num_second_pass_groups,avg_second_pass_var,execution_time,pass1_time,pass2_time,timeout,execution_time_in
Fri Jun  5 05:57:46 2020,/home/samplingfm/Benchmarks/FeatureModels/XSEngine.cnf,1260,0,2770,20465746440382087936529912643590977513970082939999139929055557568916492561530302110679412575402722502373941138017801081294493092560800,16,36,10,4,675.25,14.9718,14.3528,0.618996,False,15.010247468948364
Fri Jun  5 05:57:55 2020,/home/samplingfm/Benchmarks/FeatureModels/aeb.cnf,1213,0,2721,62158656929883822819223168371063334073112422574166716896263360452573809665338057776443957907814576080520402364611609757200,16,36,10,8,616.62,8.32866,7.75462,0.574049,False,8.355265855789185
Fri Jun  5 05:58:05 2020,/home/samplingfm/Benchmarks/FeatureModels/excalibur_arm9.cnf,1233,0,26008,19150281629676577593982414815761151908593011352995872799135653116129514675546367915329225109946024878038324276735278348443600,14,33,10,2,680.00,9.95022,9.38202,0.568191,False,9.981706142425537
Fri Jun  5 05:58:14 2020,/home/samplingfm/Benchmarks/FeatureModels/ipaq.cnf,1258,0,2822,3328813627920019383959856170288130161924184697654751732757189391239053364942273089107412317775334096958900733327687174587920,17,37,10,4,752.75,8.91662,6.71026,2.20637,False,8.942492485046387
Fri Jun  5 05:58:32 2020,/home/samplingfm/Benchmarks/FeatureModels/integrator_arm9.cnf,1267,0,26076,4058359009533639626886272534103178164739667387222518335105568636716329870954191014758144927057614850667504086770471219270128181200,16,38,10,3,824.67,17.7537,13.928,3.82569,False,17.790077686309814
Fri Jun  5 05:58:40 2020,/home/samplingfm/Benchmarks/FeatureModels/phycore.cnf,1274,0,2806,32396704602647204579105770930681366361382204874293719652382487586910643207547033036249261219805630738357204504951593519643843764422160,16,34,10,5,639.00,8.29487,7.97516,0.319704,False,8.32656216621399
Fri Jun  5 05:58:43 2020,/home/samplingfm/Benchmarks/FeatureModels/sparc_erc32.cnf,1168,0,2587,31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800,15,32,10,7,600.86,3.32653,3.25985,0.06668,False,3.3483238220214844
Fri Jun  5 05:58:53 2020,/home/samplingfm/Benchmarks/FeatureModels/integrator_arm7.cnf,1259,0,2906,901857533767702059117370585265472680719171057196169588605434453774884930761461897145120625101012999415684092343888848361650331600,16,36,10,2,781.50,9.30218,8.37899,0.923183,False,9.33016037940979
Fri Jun  5 05:59:09 2020,/home/samplingfm/Benchmarks/FeatureModels/ixdp425.cnf,1247,0,2766,5961867833919365735034150862406148213485309229287867507440217575407752384139068980981149214343329000701690538879366080912138000,16,37,10,6,698.17,16.1606,13.5538,2.60678,False,16.187361240386963
Fri Jun  5 05:59:18 2020,/home/samplingfm/Benchmarks/FeatureModels/adderII.cnf,1276,0,2820,357233331438474273590626824681565857027641819540954698027428669566207833086768331792060153109444189191294237070396678187982800,16,36,10,7,657.14,8.66636,8.58911,0.077242,False,8.69421100616455
Fri Jun  5 05:59:25 2020,/home/samplingfm/Benchmarks/FeatureModels/lpcmt.cnf,1249,0,2778,37128091317744599575402179011383874999037121164929894272124153053569906046091105256246897401347676166648033913021227632428560,16,37,10,5,702.00,7.74109,6.6441,1.097,False,7.762624502182007
Fri Jun  5 05:59:31 2020,/home/samplingfm/Benchmarks/FeatureModels/cq7750.cnf,1267,0,2772,2518121474204249998829150709974012764071762486950219669883634416585276298253070152359575299071609704599530362962861509907504898000,15,32,10,4,584.50,5.92983,5.87134,0.058492,False,5.954824209213257
Fri Jun  5 05:59:40 2020,/home/samplingfm/Benchmarks/FeatureModels/dreamcast.cnf,1252,0,2767,1092332618565423848974055832076369499519871106842678867145924945191427355610618517231560159719131013060082641211227561730000,15,36,10,7,608.14,8.10993,8.04222,0.067709,False,8.135581016540527
Fri Jun  5 05:59:43 2020,/home/samplingfm/Benchmarks/FeatureModels/sparclite_sim.cnf,1168,0,2587,31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800,15,32,10,9,617.44,3.5832,3.13846,0.444734,False,3.6144120693206787
Fri Jun  5 05:59:50 2020,/home/samplingfm/Benchmarks/FeatureModels/gps4020.cnf,1213,0,2710,176978816646430128262454465706862515473051926603740449700234662393365537984535133150467986537796846439544132275118255054800,16,35,10,5,648.80,6.84853,6.02452,0.824011,False,6.873837232589722
Fri Jun  5 05:59:59 2020,/home/samplingfm/Benchmarks/FeatureModels/vrc4375.cnf,1258,0,2743,33084332701652779739056962443299195208377931760321846622813031806897827517928527319496695947071914974125113341957999449718510876827600,15,35,10,7,638.14,8.6187,8.52212,0.096573,False,8.636722803115845
Fri Jun  5 06:00:03 2020,/home/samplingfm/Benchmarks/FeatureModels/jmr3904.cnf,1199,0,2649,47354958312017322187228635727719974166304448979757988173393495286576728031716214990221104849307102146718648692817347944400,15,33,10,7,614.71,4.41173,4.34606,0.06567,False,4.430897951126099
Fri Jun  5 06:00:10 2020,/home/samplingfm/Benchmarks/FeatureModels/ref4955.cnf,1218,0,2700,8203198042416968764079367091185189410943931043684647241651574451763954390208350344320638479971108519696005910647887522258800,15,34,10,4,591.00,7.00066,6.94861,0.052046,False,7.022753000259399
Fri Jun  5 06:00:20 2020,/home/samplingfm/Benchmarks/FeatureModels/ts1000.cnf,1297,0,2832,118361099864133368335893344823291925477293669397491848887403311585650164219038394202109349298466472401038410185296506799430523661262800,15,34,10,8,640.00,10.0064,9.93722,0.069134,False,10.027470111846924
Fri Jun  5 06:00:31 2020,/home/samplingfm/Benchmarks/FeatureModels/cq7708.cnf,1238,0,25888,51632591949862962870965714318139690247780442097065084782883126917457806259452982946007598820610727520443635560439380123600,15,34,10,9,605.00,10.1794,9.84478,0.334623,False,10.203766345977783
Fri Jun  5 06:00:41 2020,/home/samplingfm/Benchmarks/FeatureModels/adder.cnf,1272,0,2815,98826262955116540654594658579507080173060213668622411355372612317123327888583768001824579847667155986221756840403183315918800,16,37,10,8,646.62,10.6746,10.6009,0.073669,False,10.694022178649902
Fri Jun  5 06:00:46 2020,/home/samplingfm/Benchmarks/FeatureModels/sleb.cnf,1188,0,2624,1193965566663859134973685220280349792789171080086920325827381837380911994879916618361588029860721019380751110364244942800,15,33,10,7,635.00,4.61291,4.24424,0.368673,False,4.644341468811035
Fri Jun  5 06:00:56 2020,/home/samplingfm/Benchmarks/FeatureModels/snds.cnf,1218,0,2715,2132753886641161637442056726002509257732448309716581139627033004749985075484735975175576930642228162150909202387061523816400,16,37,10,6,631.50,9.72629,8.712,1.0143,False,9.747245073318481
Fri Jun  5 06:01:01 2020,/home/samplingfm/Benchmarks/FeatureModels/mpc50.cnf,1213,0,2695,316818483246099070636442057895105145169997873993253227083452146389485344614942176987041410743067758746760315419633919082400,16,34,10,6,634.67,5.57874,5.24207,0.336676,False,5.598529100418091
Fri Jun  5 06:01:19 2020,/home/samplingfm/Benchmarks/FeatureModels/aim711.cnf,1264,0,2827,18228676455213467398636827248933537472165275245806763164058682765391450510047032030613764564732647863862705341954389059319455600,17,38,10,7,698.86,17.0874,11.7383,5.3491,False,17.11258840560913
Fri Jun  5 06:01:22 2020,/home/samplingfm/Benchmarks/FeatureModels/am31_sim.cnf,1165,0,2582,31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800,15,32,10,6,572.33,3.2073,3.14392,0.06338,False,3.227700710296631
Fri Jun  5 06:01:28 2020,/home/samplingfm/Benchmarks/FeatureModels/edosk2674.cnf,1194,0,2648,2735979535162214275872617440867927650740675093937014520704125793465505128048586378796672549783375302824430352565028200400,15,35,10,7,601.86,5.80111,5.73789,0.06322,False,5.821001052856445
Fri Jun  5 06:01:38 2020,/home/samplingfm/Benchmarks/FeatureModels/se7751.cnf,1295,0,2840,1117583236770714575536766010511043269421454969801518650635423930259906418246288176200123884300864605865018096537192858720944199304720,15,35,10,5,608.60,10.5171,10.4458,0.071237,False,10.536370992660522
Fri Jun  5 06:01:49 2020,/home/samplingfm/Benchmarks/FeatureModels/eb40.cnf,1240,0,2770,25147921194104289081422785250166499903471452406970580431744330836041112805102287373083319107327856107961979016363631373714960,16,36,10,7,724.43,11.0603,6.96772,4.0926,False,11.07733416557312
Fri Jun  5 06:02:06 2020,/home/samplingfm/Benchmarks/FeatureModels/npwr.cnf,1258,0,2789,12547992763780082988343449894599960201701914022413839732438024463275550983233123951231086527743337190837565267874180812175376000,16,38,10,6,669.00,16.5429,15.4071,1.13578,False,16.572406768798828
Fri Jun  5 06:02:14 2020,/home/samplingfm/Benchmarks/FeatureModels/sa1100mm.cnf,1222,0,2727,209616202899905496853626962912592929821056931944211378341387591523954569910853045135569713283511470426325077831260338331600,16,35,10,7,688.43,7.69175,5.59364,2.09812,False,7.712618112564087
Fri Jun  5 06:02:28 2020,/home/samplingfm/Benchmarks/FeatureModels/se77x9.cnf,1319,0,26042,1200265594774990608550731701975282871464646051037606205645930676015365011378925415215241481887501187395620751271333018543518429649831440,16,37,10,6,836.50,14.1476,9.86307,4.28448,False,14.17683720588684
Fri Jun  5 06:02:36 2020,/home/samplingfm/Benchmarks/FeatureModels/ts6.cnf,1240,0,2849,2912181243739972266287508365657611660488448454974248661362563895749885749951515776635166845237087694052687786984385768722997200,14,35,10,7,612.14,8.34642,8.27843,0.067991,False,8.36904239654541
Fri Jun  5 06:02:42 2020,/home/samplingfm/Benchmarks/FeatureModels/mace1.cnf,1234,0,2739,656138321259525538341752693748935312699763422251791867946687820763865319989865255405956422922846320061568854804405062352800,16,34,10,8,610.25,5.71047,5.64086,0.069607,False,5.732405424118042
Fri Jun  5 06:03:02 2020,/home/samplingfm/Benchmarks/FeatureModels/pc_i82559.cnf,1259,0,2781,18367814290425503114723451651257356017633017579421835008043105119613367523180219552613565893879479893504723853951616378459430800,20,38,10,9,633.00,19.4513,19.3311,0.12025,False,19.474380254745483
