formula_file,timeout,execution_time_in,exception_dbs
/home/samplingfm/Benchmarks/V15/s27_new_15_7.cnf,False,0.7188293933868408,False
/home/samplingfm/Benchmarks/V15/s641_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s953a_15_7.cnf,False,4.729441404342651,False
/home/samplingfm/Benchmarks/V15/s13207a_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s349_15_7.cnf,False,1.8936636447906494,False
/home/samplingfm/Benchmarks/V15/s510_15_7.cnf,False,2.9117674827575684,False
/home/samplingfm/Benchmarks/V15/s420_new1_15_7.cnf,False,2.5929811000823975,False
/home/samplingfm/Benchmarks/V15/s5378a_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s832a_15_7.cnf,False,5.65938663482666,False
/home/samplingfm/Benchmarks/V15/s820a_15_7.cnf,False,5.40770959854126,False
/home/samplingfm/Benchmarks/V15/s420_15_7.cnf,False,2.5415403842926025,False
/home/samplingfm/Benchmarks/V15/s15850a_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s9234a_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s420_new_15_7.cnf,False,2.618068218231201,False
/home/samplingfm/Benchmarks/V15/s38417_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s298_15_7.cnf,False,1.732132911682129,False
/home/samplingfm/Benchmarks/V15/s382_15_7.cnf,False,2.369903087615967,False
/home/samplingfm/Benchmarks/V15/s344_15_7.cnf,False,1.692366123199463,False
/home/samplingfm/Benchmarks/V15/s1488_15_7.cnf,False,15.335860013961792,False
/home/samplingfm/Benchmarks/V15/s526_15_7.cnf,False,9.898115634918213,False
/home/samplingfm/Benchmarks/V15/s38584_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s838_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s1238a_15_7.cnf,False,14.069680213928223,False
/home/samplingfm/Benchmarks/V15/s35932_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s27_15_7.cnf,False,0.834352970123291,False
/home/samplingfm/Benchmarks/V15/s713_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s1196a_15_7.cnf,False,13.643357753753662,False
/home/samplingfm/Benchmarks/V15/s1423a_15_7.cnf,True,180.0,False
/home/samplingfm/Benchmarks/V15/s444_15_7.cnf,False,2.274423122406006,False
/home/samplingfm/Benchmarks/V15/s526a_15_7.cnf,False,5.557966947555542,False
